# Program:featureCounts v2.0.3; Command:"featureCounts" "-t" "exon" "-g" "gene_id" "-O" "-s" "2" "-J" "-R" "BAM" "-p" "--ignoreDup" "-M" "--fraction" "-T" "16" "-G" "./reference/Saccharomyces_cerevisiae.R64-1-1.106.fa" "-p" "--countReadPairs" "-a" "./reference/Saccharomyces_cerevisiae.R64-1-1.106.gtf" "-o" "./read_counts_v2/read_counts_table" "./dedup_v2/VM-1_S1_L001.sorted.dedup.bam" "./dedup_v2/VM-2_S2_L001.sorted.dedup.bam" "./dedup_v2/VM-3_S3_L001.sorted.dedup.bam" "./dedup_v2/VM-4_S4_L001.sorted.dedup.bam" 
Geneid	Chr	Start	End	Strand	Length	./dedup_v2/VM-1_S1_L001.sorted.dedup.bam	./dedup_v2/VM-2_S2_L001.sorted.dedup.bam	./dedup_v2/VM-3_S3_L001.sorted.dedup.bam	./dedup_v2/VM-4_S4_L001.sorted.dedup.bam
YMR060C	XIII	391532	392515	-	984	725.12	390.21	979	574
YMR144W	XIII	553362	554390	+	1029	47	47	57.50	75.33
YMR068W	XIII	406304	407584	+	1281	163.50	112.08	157	156.50
YML097C	XIII	78335	79690	-	1356	734.08	384	827.33	611.25
YMR182C	XIII	624532	625167	-	636	1837	1392	1911.50	1787
YMR295C	XIII	858297	858890	-	594	2839.00	3708	3599	4876.25
YMR181C	XIII	623616	624080	-	465	2414.78	2159.26	2496.68	2913.51
YML080W	XIII	108806	110077	+	1272	778.67	295.33	959	445.08
YMR194C-B	XIII;XIII	652594;652848	652775;652887	-;-	222	71.40	54	81.61	86
YMR140W	XIII	547714	549183	+	1470	864	992	876.11	1456.22
YMR058W	XIII	388822	390732	+	1911	13966.60	2034	13869.13	2909.50
YMR076C	XIII	416196	420029	-	3834	1317.40	914.13	1508.83	1388.51
YMR239C	XIII	748262	749677	-	1416	722.12	302.50	890.25	452.46
tG(GCC)M	XIII	183898	183968	-	71	0	0	0	0
YMR242C	XIII	753225	753742	-	518	11527.42	5888.83	12785.50	7795.48
YMR306C-A	XIII	886183	886572	-	390	32	25	49	50
YMR193C-A	XIII	651072	651458	-	387	1	2	0	0
YMR114C	XIII	496343	497449	-	1107	198.46	193	250.75	276
YMR009W	XIII	284102	284641	+	540	884	635	1115	883.50
YMR088C	XIII	443414	445102	-	1689	1291.75	949	1230.73	1279
YMR253C	XIII	775946	777190	-	1245	855.42	374.08	921.67	497.50
YMR103C	XIII	472902	473264	-	363	419	475	475.50	619.50
YMR254C	XIII	777615	777923	-	309	6	9	11	8
YMR303C	XIII	873291	874337	-	1047	1124.08	776.92	1125.00	979.67
YMR316W	XIII	904825	905835	+	1011	639	1290	887	1794
YML017W	XIII;XIII	236588;236954	236591;238731	+;+	1782	2062.33	1246	2154.77	1644.50
YMR104C	XIII	473420	475453	-	2034	2086.39	1918.50	2382.22	2601.96
YMR309C	XIII	892988	895426	-	2439	10990.08	5204.14	12037.58	7201.16
YML133W-A	XIII	1610	2185	+	576	0.72	0.41	0.43	0
YMR155W	XIII	568551	570194	+	1644	779.58	591	827.93	826
YMR313C	XIII	899379	901307	-	1929	1468.25	1248.86	1621	1861.50
YMR028W	XIII	327482	328582	+	1101	308	212.13	418	359
snR72	XIII	298554	298651	+	98	205.33	90	242.50	130.50
YMR154C	XIII	565999	568182	-	2184	558.28	472.84	533.08	597.62
tY(GUA)M1	XIII;XIII	168795;168848	168833;168883	+;+	75	0	1	0	0
snR75	XIII	297918	298006	+	89	73.50	38.50	75.50	43
YML096W	XIII	79909	81486	+	1578	886.75	384.53	984.10	626.49
YML016C	XIII	239458	241536	-	2079	5982.08	5705.50	6774.92	7877
YML006C	XIII	256092	258416	-	2325	2150.00	1444.50	2449.92	1974.29
YMR178W	XIII	618479	619303	+	825	961	775.50	1179.50	1169.95
YML109W	XIII	51640	54468	+	2829	968.66	1206.46	1078.25	1807.50
YML015C	XIII	241989	243029	-	1041	988	575	1234	750.62
YMR197C	XIII	658545	659198	-	654	904	1061	1033	1477
YML014W	XIII	243225	244064	+	840	702.50	282.90	859.50	492.50
YML106W	XIII	56773	57453	+	681	2838	1233	3126.17	1823.50
YML025C	XIII;XIII	224406;225339	225239;225365	-;-	861	1927.25	1126.00	2417	1566.75
tS(AGA)M	XIII	259158	259239	-	82	0.50	1.32	1.30	2.70
YMR172C-A	XIII	607828	608211	-	384	1	2.13	0	0.07
YMR193W	XIII	650036	650812	+	777	341.80	128.20	483	222
YML052W	XIII	170402	171310	+	909	1463.16	787.85	1646.10	1061.83
YML079W	XIII	110247	110852	+	606	797.50	555.17	931.92	726.62
YML101C-A	XIII	69409	69726	-	318	31	33.50	42	44.83
YML047C	XIII	180017	181075	-	1059	83	1938.67	111.50	2762
YMR174C	XIII	610159	610365	-	207	94.06	83.10	91.06	106
YMR218C	XIII	703579	706887	-	3309	1615	1148	1886.62	1656.75
YMR315W	XIII	902800	903849	+	1050	4424.75	6509	4958.25	8829.50
YMR001C	XIII	269019	271136	-	2118	830.71	376.92	969.83	750.38
tV(AAC)M1	XIII	372445	372518	-	74	1.90	2	1.52	2
tE(UUC)M	XIII	290801	290872	+	72	1	0	1	0
YML121W	XIII	26930	27862	+	933	356.57	252.48	409.97	363.33
YMR085W	XIII	437491	438789	+	1299	77.10	149.25	70.67	200.75
YMR105W-A	XIII	478064	478258	+	195	3	5	1	14
YMR122C	XIII	510701	511075	-	375	3	4	9	2
snR78	XIII	297278	297364	+	87	327	208	422.54	425.67
YMR217W	XIII	701790	703367	+	1578	10556.08	4488.60	11175.82	6011.92
tA(AGC)M2	XIII	768369	768441	-	73	0	1	1	0
YMR298W	XIII	863819	864271	+	453	1862	1444.50	2258	2003
YMR057C	XIII	388359	388730	-	372	9.91	8.70	9.79	4.71
YML042W	XIII	192788	194800	+	2013	493.15	330.29	504.88	480.75
YMR320W	XIII	916746	917051	+	306	85	44	79	71.25
YMR287C	XIII	842436	845345	-	2910	1315.75	760.50	1495.71	1137.23
YMR289W	XIII	848685	849809	+	1125	822	498	989	753.10
YML048W	XIII	178426	179637	+	1212	4409.50	3893	4747.83	5111.75
YMR250W	XIII	770801	772558	+	1758	1097.17	1289.50	1106.50	1684.24
YMR230W-A	XIII	733268	733456	+	189	10	5	11	6
YMR124W	XIII	514456	517287	+	2832	3451.72	3726.94	3762	4987.79
YMR311C	XIII	896914	897603	-	690	1371.75	1045.25	1700	1409
snR77	XIII	297506	297593	+	88	281.50	164	281.75	199
YMR322C	XIII	918366	919079	-	714	8.17	10.61	20.18	20.83
YML119W	XIII	30611	31684	+	1074	530.49	144.83	628.83	200.83
YML043C	XIII	190244	191767	-	1524	1115.07	976.75	1415.89	1524.31
YML046W	XIII	181474	183363	+	1890	1156.37	1270.32	1305.90	1795.24
YML004C	XIII	261705	262685	-	981	2813	2320.08	2978.83	3203.62
YMR071C	XIII	410762	411265	-	504	811	751	956.25	968.33
YMR229C	XIII	725934	731123	-	5190	13570.25	4287.20	14585.12	6171.29
YMR063W	XIII	397077	397796	+	720	295.50	220	351.25	308.75
YMR301C	XIII	867555	869627	-	2073	1961	903.88	1931.33	1192.35
YMR276W	XIII	818827	819948	+	1122	4288.92	3032.17	3651.25	3438.75
YMR002W	XIII	272193	272663	+	471	3511.81	2911.50	3965.38	3756.58
YML081C-A	XIII	103983	104162	-	180	1255	701	1409	1085
YML019W	XIII	233457	234455	+	999	913.08	473	838.42	633.33
YMR176W	XIII	611740	615975	+	4236	2526.71	1779.96	2762.22	2564.47
YMR158W-B	XIII	574471	574791	+	321	1.17	1.08	0	0
YML108W	XIII	54793	55110	+	318	102	47.15	90.10	73.10
YMR198W	XIII	659745	661529	+	1785	258	3966	331.50	5392.50
YML094W	XIII;XIII	82275;82374	82290;82849	+;+	492	1797.50	1161.50	2323	1676.08
YMR006C	XIII	277561	279681	-	2121	230.25	152.25	256.67	166.50
YML003W	XIII	263483	264355	+	873	530.33	429.10	576	512
YML057C-A	XIII	160023	160412	-	390	1.42	2	2	2.17
YML009C-A	XIII	250675	251001	-	327	1	2	1	2
tQ(CUG)M	XIII	808246	808317	-	72	4	1	2	3
YML093W	XIII	83090	85789	+	2700	1741.93	629.32	2020.68	902.74
YMR116C	XIII;XIII	499456;500152	499878;500688	-;-	960	18055.83	8503.06	17367.17	10838.50
YMR196W	XIII	655076	658342	+	3267	1524.75	2136.63	1508.39	2999.54
YML053C	XIII	169116	169754	-	639	644.92	371.67	890.94	553.08
YMR151W	XIII	562506	562943	+	438	30.50	28.50	46.67	28.50
YML009C	XIII	251304	251516	-	213	181	64	204	108
YMR070W	XIII	409154	410626	+	1473	2240.70	2099	2591.25	2962.50
YMR219W	XIII	707133	712109	+	4977	3651.83	2348.67	4210.08	3549.31
YML037C	XIII	204386	205408	-	1023	125.75	73.22	142.33	100.17
YMR280C	XIII	827028	831329	-	4302	580.20	1799.10	619.50	2578.14
YMR170C	XIII	601562	603082	-	1521	562.46	626.73	606.82	1002.67
YMR123W	XIII	513593	513961	+	369	686	313.33	697.58	444.33
YML012C-A	XIII	245537	245914	-	378	9.10	9	6	9
YMR019W	XIII	312156	315005	+	2850	1395.75	999.50	1607.43	1433.17
YMR206W	XIII	675896	676837	+	942	78.10	115.98	88.66	161.25
YMR165C	XIII	590040	592628	-	2589	1313.58	836.33	1405.24	1269.12
YMR010W	XIII	285100	286317	+	1218	1535.22	1557	1710.50	2068.33
YMR184W	XIII	628189	628785	+	597	719	1068.10	868.83	1516.60
YML126C	XIII	19060	20535	-	1476	11761.42	8553.50	11935.50	11048.25
YMR244W	XIII	757250	758317	+	1068	3	2	1	0
YMR279C	XIII	824729	826351	-	1623	10.58	5.50	7.65	4.72
YMR316C-B	XIII	907321	907629	-	309	14	17	28.25	27.17
YMR107W	XIII	483014	483361	+	348	10	51.05	6	100
YML054C-A	XIII	167623	167781	-	159	2	5.08	2.25	4
YMR043W	XIII	353871	354731	+	861	3287.20	1918.17	4072.75	2847.17
tA(AGC)M1	XIII	321147	321219	-	73	0	0	0	0
YMR270C	XIII	805326	806423	-	1098	419.48	342.75	652.75	530
YMR175W	XIII	611016	611255	+	240	0.50	2.50	4.50	4
YML009W-B	XIII	250435	250911	+	477	180.10	73	182.50	100.50
YMR035W	XIII	341142	341675	+	534	259	253	276	375
YMR108W	XIII	484084	486147	+	2064	14072.38	7427.00	14723.09	9886.33
YML002W	XIII	264541	266754	+	2214	796	566	1004	831.50
YML111W	XIII	46942	49704	+	2763	4240.67	2101.57	4823.68	3233.68
YMR278W	XIII	822763	824631	+	1869	2498	1747	2973.71	2658.46
YMR185W	XIII	629025	631970	+	2946	1690.50	1222.67	1945.92	1696
YMR304C-A	XIII	878780	879130	-	351	1366.67	2373.25	1442.50	3117.33
YML084W	XIII	99489	99797	+	309	8	10	5	18
YMR258C	XIII	782620	784281	-	1662	728.33	744.86	725.40	1036
YMR023C	XIII	319437	321017	-	1581	285.50	184	385.58	267.22
YMR291W	XIII	852630	854390	+	1761	1359.25	1973.75	1492	2813.50
YMR041C	XIII	350966	351973	-	1008	474.33	380.50	627.03	564.17
YMR029C	XIII	328660	330231	-	1572	922.33	631.50	1034	909.10
YMR092C	XIII	451632	453479	-	1848	2385.25	2237	2721.20	3078.75
YMR138W	XIII	545155	545730	+	576	120	48.25	141	78
YMR122W-A	XIII	511315	511569	+	255	4880.25	5222.86	4847	6662.03
YMR053C	XIII	380346	382898	-	2553	173.29	458.06	192	640.56
YMR220W	XIII	712316	713671	+	1356	2012.50	1192.33	2170.25	1599.67
YMR087W	XIII	442527	443381	+	855	229	287.97	228	439.53
YML031W	XIII	214189	216156	+	1968	2734.25	1527	2966.12	2114.25
YML118W	XIII	32334	33851	+	1518	303.22	491	320.21	682.38
YML120C	XIII	28266	29807	-	1542	2216.75	1858	2445.17	2585.04
YMR078C	XIII	422503	424728	-	2226	827.70	545.11	886.12	834.33
tL(CAA)M	XIII;XIII	504895;504965	504932;505008	+;+	82	78.68	56.35	94.41	74.25
YMR042W	XIII	352603	353136	+	534	399	349	345	477.50
YMR251W	XIII	772915	774015	+	1101	41	25.25	34	26
YMR223W	XIII	716715	718130	+	1416	953	558.08	1164.39	824.06
YML007C-A	XIII	253162	253272	-	111	13	20	17.50	26.50
YMR256C	XIII	778945	779127	-	183	331	183	297.39	282
YMR214W	XIII	695350	696483	+	1134	806	509.50	774.25	812.50
tP(UGG)M	XIII;XIII	196068;196135	196103;196170	-;-	72	2.12	1.34	1.11	0.47
YMR055C	XIII	386101	387021	-	921	391.22	301.11	410.42	414.17
YML117W	XIII	34243	37647	+	3405	4279.75	5384.00	4667.07	7458.04
YMR271C	XIII	806865	807548	-	684	80	59	71	93
snR24	XIII	499984	500072	-	89	139	60.50	143	84.60
YMR226C	XIII	721593	722396	-	804	3720	3091.40	4459.58	4480.78
YML110C	XIII	50031	50954	-	924	1330	792.50	1500.50	1041.75
YML047W-A	XIII	179893	180258	+	366	4.14	1	3	1
YML007W	XIII	253848	255800	+	1953	3627.17	2821.21	4128.28	4043.58
YMR190C	XIII	640915	645258	-	4344	2000	1438.76	2320.04	2046.50
YMR225C	XIII;XIII	720960;721346	721198;721403	-;-	297	1266.25	545	1694.25	822
YMR264W	XIII	795805	796416	+	612	936	606.25	974.60	805
YMR037C	XIII	344403	346517	-	2115	2592.21	2368.83	2922.92	3294.59
YML024W	XIII;XIII	225889;226290	225891;226697	+;+	411	3477.37	1624.00	3577.33	2175.50
YML083C	XIII	99794	101050	-	1257	6.08	2.12	10.70	1
YMR182W-A	XIII	625811	625897	+	87	59.00	33	64	43.50
YMR030W	XIII	330793	331923	+	1131	234.04	291.12	259.17	468.51
YMR187C	XIII	634689	635984	-	1296	336	150	309	205
YMR238W	XIII	746353	747729	+	1377	1806.29	3530.33	1794	4759
YML061C	XIII	148953	151532	-	2580	823.33	584.33	972.58	888
YMR130W	XIII	532119	533027	+	909	948	502	1183.25	832.50
YMR005W	XIII	276045	277211	+	1167	2437.50	1496.31	2972.17	2105.00
YMR054W	XIII	383303	385975	+	2673	3526.72	3405.22	3814.92	4447.38
YMR209C	XIII	685911	687284	-	1374	825	293	901.12	449.58
YML102W	XIII	68294	69700	+	1407	421.06	295	414.08	346
YMR194W	XIII;XIII	651145;651624	651160;651910	+;+	303	1269.90	573	1450.17	757.83
YMR252C	XIII	775315	775719	-	405	716	479	850.50	665.06
YMR164C	XIII	587274	589550	-	2277	2034.26	5643.70	2773.76	8104.01
YMR074C	XIII	413036	413473	-	438	1161.25	584	1325	887.39
YML065W	XIII	142210	144954	+	2745	1043.97	564.25	1141.08	820.48
YMR243C	XIII	754838	756166	-	1329	5285.50	1940	5125.50	2589.06
snR85	XIII	67768	67938	-	171	1592	1095	1431.50	1331
YMR145C	XIII	554793	556475	-	1683	8239	5579.63	8438.25	7421.38
YML071C	XIII	129749	131572	-	1824	559.25	419.10	675.75	683.64
YMR015C	XIII	300869	302485	-	1617	8389.08	5777	9271	7902.50
YML070W	XIII	133475	135229	+	1755	2537.50	1705.92	2778	2451.17
YMR125W	XIII;XIII	517539;517886	517563;520446	+;+	2586	4682.88	2309.50	5397.83	3261.20
YMR325W	XIII	922641	923015	+	375	3.58	1.83	12.25	4.67
YMR141W-A	XIII	550911	551135	+	225	0.30	1	0.10	2.30
YML072C	XIII	124730	129367	-	4638	14148	9753.55	14393.26	13023.07
YML105C	XIII	57866	58687	-	822	744	394	932.25	651
YMR119W-A	XIII	506996	507370	+	375	15	28	26	37.17
YMR069W	XIII	407709	408566	+	858	196.73	60.05	239.06	60
YMR293C	XIII	855399	856793	-	1395	395.32	270.22	465.46	372.12
YML124C	XIII;XIII	22048;23659	23360;23683	-;-	1338	2736	1895.50	2996.33	2654.92
YMR090W	XIII	449245	449928	+	684	116.25	105	126	130
YML029W	XIII	217362	219878	+	2517	1762.66	1435.17	1765	2014.67
YMR171C	XIII	603868	605520	-	1653	1787.06	1039	1943.50	1491.70
YMR102C	XIII	469848	472352	-	2505	2238.67	1462.50	2660.58	2137.37
YMR188C	XIII	636291	637004	-	714	433.70	131.39	533.30	209.83
YMR269W	XIII	804456	805091	+	636	40	6.20	48.25	12
YMR128W	XIII	523696	527499	+	3804	4926.61	1549.58	5582.06	2358.94
YMR039C	XIII	348644	349522	-	879	936.50	786	1296	1150
YMR230W	XIII;XIII	732414;732876	732465;733141	+;+	318	3953.25	1938.50	4410.75	2673
YMR267W	XIII	801772	802704	+	933	497.67	204.17	617.17	280.00
YMR247C	XIII	763351	768039	-	4689	5308	2440.96	5441.46	3335.83
YMR152W	XIII	563096	564193	+	1098	1373.50	886.50	1489.50	1333.50
YMR251W-A	XIII	774752	774931	+	180	3003.83	3005.75	3283.00	3748.67
YMR146C	XIII	557481	558524	-	1044	4783.56	2445.29	5444.50	3473.33
YMR228W	XIII	724626	725651	+	1026	366	193.35	484	257.25
YMR032W	XIII	335298	337307	+	2010	41.79	16	52.03	32.90
YMR013C-A	XIII	296471	296620	-	150	114.50	50.50	92	64
YMR001C-A	XIII	271347	271577	-	231	15	8	16	6
YMR031W-A	XIII	334709	335035	+	327	0	1	1.17	1
YMR153W	XIII	564435	565862	+	1428	1250.10	937.50	1439	1362.75
YMR056C	XIII	387315	388244	-	930	67.17	75.25	51.33	98.17
YMR282C	XIII	833356	835098	-	1743	916.81	476.86	1125.93	681.72
YMR234W	XIII	740266	741312	+	1047	213.33	92	219	141
YMR323W	XIII	920088	921401	+	1314	41.67	32.67	77.67	77.00
YMR062C	XIII	395054	396379	-	1326	2720.12	2545.50	2743.50	3555.92
YMR247W-A	XIII	769283	769426	+	144	0	0	1	0
YMR038C	XIII	347511	348260	-	750	1435.12	653	1558.50	862.50
YMR049C	XIII	368094	370517	-	2424	4928.48	1830.47	5427.09	2664.79
YMR272W-B	XIII	811089	811196	+	108	0	0	0	2
YMR147W	XIII	559199	559870	+	672	531	275	560.22	391
YML067C	XIII;XIII	139063;140184	140090;140214	-;-	1059	1000	759	1074.15	1051
tK(CUU)M	XIII	480621	480693	-	73	6	3	4	8.12
tR(UCU)M1	XIII	747892	747963	-	72	1	0.25	1	4
YML107C	XIII	55265	56269	-	1005	232	173	273.50	228.50
snR54	XIII	163535	163620	-	86	181.33	64.50	120.50	100
YMR231W	XIII	733545	736634	+	3090	1417.75	877.50	1611	1342.81
YMR081C	XIII	430079	431095	-	1017	214.48	103	290.27	138.15
YML051W	XIII	171594	172901	+	1308	4106.64	2502.61	4123.13	3159.20
YMR314W	XIII	901709	902413	+	705	1441	893	1497	1397
YMR113W	XIII	494999	496282	+	1284	392.33	255.08	454	390.50
YML031C-A	XIII	214086	214421	-	336	2	0	3	0
YMR263W	XIII	794919	795524	+	606	772	346	1090	482
YML034W	XIII;XIII	209525;211571	211444;212155	+;+	2505	872.49	962.83	1036.50	1499.17
YMR131C	XIII	533163	534698	-	1536	4471	1961.62	5627.92	2891.46
YMR310C	XIII	895716	896669	-	954	3208.81	1583.75	3846.75	2343
YMR034C	XIII	339418	340722	-	1305	236.12	588	286.25	734.67
YML103C	XIII	62582	67549	-	4968	10272.28	5355.75	11279.25	7704.73
YMR306W	XIII	881159	886516	+	5358	545.75	810.50	523	1102
YMR169C	XIII	599352	600872	-	1521	464.37	658.06	373.65	957.89
YMR186W	XIII	632355	634472	+	2118	21245.08	13750.08	22098.00	18679.25
YML059C	XIII	153219	158258	-	5040	12183.39	5272.97	13415.33	6992.08
YML086C	XIII	95791	97371	-	1581	3542.40	1595	3479.23	2107.50
YMR013C	XIII	295179	296738	-	1560	1282.50	669.83	1319.47	885.67
YMR127C	XIII	522329	523345	-	1017	248	90.50	305	156.00
YMR153C-A	XIII	565574	565909	-	336	87.14	92	93.67	119.50
YMR212C	XIII	690695	693043	-	2349	2814.17	1304.67	2825.19	1781.11
YMR296C	XIII	859215	860891	-	1677	7526.78	5104.12	7012.70	6085.95
YMR101C	XIII	468445	469476	-	1032	53.42	30.67	74.31	37.33
YMR166C	XIII	593367	594473	-	1107	1172	562.75	1298	792
YMR061W	XIII	392755	394788	+	2034	1570	731	1842	1127.45
YMR288W	XIII	845571	848486	+	2916	1834.27	1008.82	2058	1544.75
YMR265C	XIII	796540	797925	-	1386	395.83	363.06	448.62	531.62
YML116W	XIII	38196	39824	+	1629	686	250	654.25	325
YML130C	XIII	11483	13174	-	1692	3074.25	2919	3325.82	4144.70
YMR273C	XIII	811233	813980	-	2748	1534.50	1148.31	1558.59	1578.88
YMR292W	XIII;XIII	854795;854899	854816;855293	+;+	417	493.75	220	503	346
YMR137C	XIII	542978	544963	-	1986	404.32	294.19	489	420.12
YMR013W-A	XIII	298311	298391	+	81	199.92	100.67	171.83	137.83
YML076C	XIII	112513	115347	-	2835	2029.64	1524.50	2165.67	2132.45
YMR082C	XIII	431769	432125	-	357	3	9	6	5
tR(UCU)M2	XIII	131825	131896	-	72	0	1.40	1.40	0.40
YMR022W	XIII	318680	319177	+	498	1081.50	1245	1358.61	1566.50
YML062C	XIII	147505	148683	-	1179	446	292	519	429
YMR086C-A	XIII	442026	442364	-	339	81	46.06	64	45
YML035C	XIII	206428	208860	-	2433	3462.77	2132.33	3694.02	3050.75
YMR173W	XIII	608689	609981	+	1293	995.79	2155.68	1221.69	3051.14
YMR194C-A	XIII	652912	653136	-	225	37	22	22.50	24.17
YMR093W	XIII	454015	455556	+	1542	2995	1648.07	3242	2347.67
YML036W	XIII;XIII	205642;206204	206097;206293	+;+	546	530	343	643	477
YMR307W	XIII	887003	888682	+	1680	18777.75	8572.50	18471.20	10929.50
YML116W-A	XIII	37472	37774	+	303	331.50	442.83	360.50	538
YMR021C	XIII	317165	318418	-	1254	874	790	1024	1173.30
YMR135C	XIII	538689	540056	-	1368	663.67	653	663.00	935.27
YMR121C	XIII	509734	510348	-	615	641	371.33	742.00	545.17
YMR129W	XIII	527804	531817	+	4014	6065.40	3373.92	6139.33	4689.92
YML066C	XIII	140424	141533	-	1110	2	1.12	0.72	4.12
YMR045C	XIII	357359	362627	-	5269	132002.99	81129.57	182837.49	140306.04
YMR050C	XIII	373057	378325	-	5269	92171.47	66785.32	129534.62	111649.87
YML045W	XIII	184461	189729	+	5269	105398.62	75859.75	139290.36	119023.63
YML040W	XIII	196628	197950	+	1323	4304.52	2763.26	6237.05	4964.92
YML045W-A	XIII	184461	185783	+	1323	2579.95	1363.45	3214.80	2098.32
YMR046C	XIII	361305	362627	-	1323	29154.00	12707.15	39417.81	22974.10
YMR051C	XIII	377003	378325	-	1323	973.84	855.58	1286.64	1295.89
YML039W	XIII	196628	201896	+	5269	126290.28	88199.48	173757.49	143037.17
YBR225W	II	670627	673329	+	2703	1990	5881.02	2267.50	8098.33
YBR182C-A	II	595361	595555	-	195	35	47	39	49
YBL055C	II	115573	116829	-	1257	729.60	595	860.93	857.33
YBR293W	II	787006	788430	+	1425	520.10	404.25	533.06	532
YBR223W-A	II	668721	668840	+	120	0	0	0	0
YBR115C	II	469748	473926	-	4179	18415.42	6831.67	18315.42	9283.70
YBR031W	II	300166	301254	+	1089	24919.04	11001.33	23712.06	14673.12
YBL108C-A	II	7605	7733	-	129	19.75	18.53	17.50	25.47
YBR116C	II	474199	474726	-	528	9.05	3.50	8.92	7
YBR241C	II	702589	704055	-	1467	1232.75	925.10	1185.56	1187.37
YBR182C	II	593506	594864	-	1359	467.50	853	493	1208.50
YBR134W	II	504243	504644	+	402	1	0	1.36	0
YBL037W	II	147209	150286	+	3078	2061.76	2115.67	2147.27	2775.08
YBR019C	II	276253	278352	-	2100	264.50	152	196	204
YBR022W	II	283738	284271	+	534	354.17	242	440	379
YBR121C-A	II	482326	482484	-	159	510	221	525	306
YBR119W	II;II	479338;479435	479345;480323	+;+	897	681	419.25	843	615
YBL022C	II	177874	181275	-	3402	7922.50	4348	8398.79	6033.79
snR161	II	307185	307345	-	161	648	461	632	569
YBR243C	II	705447	706793	-	1347	686.67	608.10	674.25	813.10
YBR234C	II	685438	686592	-	1155	2229.25	1912.50	2301	2532.25
YBR179C	II	586547	589114	-	2568	2171.33	1278	2516.12	1892.24
YBR247C	II	713004	714455	-	1452	2149.29	816.58	2321.06	1181.31
YBR124W	II	486507	486866	+	360	11	12	19	16
YBL086C	II	61202	62602	-	1401	417	236	491	370
YBL065W	II	99963	100307	+	345	7	3	3	4
YBR227C	II	673572	675134	-	1563	829.76	498.50	1012.12	766
YBR218C	II	658707	662249	-	3543	10189.27	4363.77	9393.04	5528.80
YBR244W	II	707528	708016	+	489	726	713	987	1019
YBR160W	II	560078	560974	+	897	1199	817	1443.75	1179
YBL080C	II	73070	74695	-	1626	342	221	427	348
YBR083W	II	409169	410629	+	1461	2371.58	3794.31	2923.66	5467
YBR294W	II	789235	791814	+	2580	118.50	699.92	84.82	764.50
tI(AAU)B	II	197494	197567	+	74	0	0	0	0
YBR091C	II	427155	427484	-	330	180	58	180.50	91.50
YBR284W	II	771239	773632	+	2394	249.25	241	268	314
YBR158W	II	556549	558198	+	1650	2048.66	6941.89	2444.10	9621.25
YBR111W-A	II;II;II	462139;462290;462500	462209;462429;462579	+;+;+	291	412.00	238.83	467.83	346.17
YBL071C	II	90223	90531	-	309	7	7	13.25	11
YBR126W-B	II	490927	491070	+	144	332	175	284.92	264.50
YBR229C	II	676357	679221	-	2865	5804.50	4126.38	5999.52	5702.72
YBR042C	II	320416	321609	-	1194	615.55	435	664.35	591.25
YBR150C	II	541209	544493	-	3285	1033.29	1249.00	1058.42	1729.12
YBR298C	II	802631	804475	-	1845	150.96	87.67	139	129.06
YBR143C	II	530869	532182	-	1314	4351.18	1873	4969.17	2743
YBR014C	II	266725	267336	-	612	471	294	486	440.50
tS(AGA)B	II	227075	227156	+	82	0	4.70	0.97	2.20
YBR259W	II	730387	732453	+	2067	894.75	801.12	1081.58	1176.33
YBR060C	II	360652	362514	-	1863	1247.50	878	1446.25	1302.67
YBR180W	II	589741	591459	+	1719	8	7	11.33	9
YBL034C	II	153848	158389	-	4542	2384.55	1583.20	2720.82	2326.97
YBR212W	II	647886	649904	+	2019	3739.00	4118.00	4017.67	5316.83
YBR071W	II	380411	381046	+	636	782	566	961	834
YBL074C	II	86722	87789	-	1068	291	271	359	356
YBL107C	II	9961	10551	-	591	419	204.50	496	289
YBR097W	II	436951	441315	+	4365	1804.64	1433.75	2136.47	2147.69
YBR136W	II	505668	512774	+	7107	4737.64	2421.75	4923.77	3454.46
YBR039W	II	315575	316510	+	936	4808.14	2378.25	5624.25	3354.25
YBL089W	II	49574	50953	+	1380	1024	781.12	1069.22	1090
YBL067C	II	93639	95882	-	2244	2743.17	1899	2965	2802.75
YBR270C	II	742761	744398	-	1638	349.57	322.50	426.50	447
YBR087W	II	423765	424829	+	1065	913	394.50	1165.75	619
YBR121C	II	481364	483367	-	2004	10172.50	4921.50	11143.67	6839.81
YBR026C	II	292877	294019	-	1143	2139.00	1655.50	2442.62	2253
YBR197C	II	615203	615856	-	654	466	358.15	558.10	470.05
YBR027C	II	294024	294356	-	333	95	78.50	140	134.50
YBR177C	II	584807	586162	-	1356	2927.50	1904.10	2710.50	2397.25
YBR176W	II	583720	584658	+	939	322	175.50	400	239.17
YBR230W-A	II	680362	680562	+	201	60	63	73.50	100
YBR090C	II;II	426333;426874	426516;427058	-;-	369	85.50	92.50	95.54	113.62
YBL071C-B	II	89458	89556	-	99	8	7	10.50	12
YBR064W	II	367763	368191	+	429	0	0	1	1
YBR044C	II	324341	326059	-	1719	847	628.25	1011	935.72
YBL068W	II	92414	93394	+	981	1658.50	869.25	2036	1332.33
YBR216C	II	655576	657600	-	2025	1054.55	811.72	1270.67	1272.77
YBR271W	II	744852	746111	+	1260	579	234	612.33	316.67
YBR084W	II	411054	413981	+	2928	7764.25	2303.12	8218.88	3272.10
YBR065C	II	368584	369678	-	1095	664	343	694	529.25
